ID,Project Code,PQ #,PO / SO #,ASN/DN #,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Is_Pre_PQ,PQ First Sent to Client Date,PO Sent to Vendor Date,Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Product Group,Sub Classification,Vendor,Item Description,Molecule/Test Type,Brand,Dosage,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Line Item Value,Pack Price,Unit Price,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Line Item Insurance (USD),Freight_Cost_per_KG,Freight_Pct_of_Value,Delivery_Variance_Days,Data_Subset,Mode_Clean,,,
86276,111-MZ-T30,FPQ-4711,SO-35720,DN-1679,Mozambique,PMO - US,From RDC,,Truck,1,12/23/2009,,4/28/2010,4/28/2010,4/28/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,1340,4556,3.4,0.06,"Cipla, Goa, India",No,See DN-1679 (ID#:86275),See DN-1679 (ID#:86275),9.82,#VALUE!,#VALUE!,0,Non-Billable,TRUCK,,,
86277,151-NG-T30,FPQ-4537,SO-35031,DN-1683,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,4/19/2010,3/31/2010,3/31/2010,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,64,156.16,2.44,0.04,"Aurobindo Unit III, India",Yes,4,124350.82,0.34,31087.705,79630.39191,-19,Billable,AIR CHARTER,,,
86278,114-UG-T30,FPQ-5014,SO-35860,DN-1697,Uganda,PMO - US,From RDC,,Air,1,1/29/2010,,4/1/2010,3/25/2010,3/25/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Tenofovir Disoproxil Fumarate 300/300mg, tablets, 30 Tabs",Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30,2000,20000,10,0.33,Mylan (formerly Matrix) Nashik,Yes,168,1905.63,43.12,11.34303571,9.52815,-7,Billable,AIR,,,
86279,151-NG-T30,FPQ-4537,SO-34896,DN-1706,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,4/19/2010,3/31/2010,3/31/2010,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3948,10778.04,2.73,0.05,"Aurobindo Unit III, India",Yes,380,Freight Included in Commodity Cost,23.24,#VALUE!,#VALUE!,-19,Non-Billable,AIR CHARTER,,,
86280,151-NG-T30,FPQ-4537,SO-35064,DN-1722,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,4/19/2010,3/31/2010,3/31/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,7583,85081.26,11.22,0.19,"Aurobindo Unit III, India",Yes,890,Freight Included in Commodity Cost,183.44,#VALUE!,#VALUE!,-19,Non-Billable,AIR CHARTER,,,
86281,151-NG-T30,FPQ-4537,SO-35131,DN-1736,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,5/31/2010,3/31/2010,3/31/2010,ARV,Adult,SCMS from RDC,"Stavudine 20mg, capsules, 60 Caps",Stavudine,Generic,20mg,Capsule,60,61,87.23,1.43,0.02,"Aurobindo Unit III, India",Yes,4,Freight Included in Commodity Cost,0.19,#VALUE!,#VALUE!,-61,Non-Billable,AIR CHARTER,,,
86282,151-NG-T30,FPQ-4537,SO-35042,DN-1702,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,4/19/2010,3/31/2010,3/31/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,11332,69238.52,6.11,0.1,"Strides, Bangalore, India.",Yes,855,Freight Included in Commodity Cost,149.28,#VALUE!,#VALUE!,-19,Non-Billable,AIR CHARTER,,,
86283,151-NG-T30,FPQ-4537,SO-35052,DN-1717,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,4/19/2010,3/31/2010,3/31/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,10773,94371.48,8.76,0.15,Mylan (formerly Matrix) Nashik,Yes,859,Freight Included in Commodity Cost,203.46,#VALUE!,#VALUE!,-19,Non-Billable,AIR CHARTER,,,
86284,151-NG-T30,FPQ-4537,SO-35120,DN-1741,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,3/31/2010,3/31/2010,3/31/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,28,95.2,3.4,0.06,"Strides, Bangalore, India.",Yes,2,Freight Included in Commodity Cost,0.21,#VALUE!,#VALUE!,0,Non-Billable,AIR CHARTER,,,
86285,151-NG-T30,FPQ-4537,SO-35091,DN-1694,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,4/19/2010,3/31/2010,3/31/2010,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,5000,37500,7.5,0.12,Mylan (formerly Matrix) Nashik,Yes,264,Freight Included in Commodity Cost,80.85,#VALUE!,#VALUE!,-19,Non-Billable,AIR CHARTER,,,
86286,151-NG-T30,FPQ-4537,SO-35093,DN-1744,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,4/19/2010,3/31/2010,3/31/2010,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1000,7500,7.5,0.12,Mylan (formerly Matrix) Nashik,Yes,Weight Captured Separately,Invoiced Separately,16.17,#VALUE!,#VALUE!,-19,Non-Billable,AIR CHARTER,,,
86287,151-NG-T30,FPQ-4537,SO-34900,DN-1708,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,3/31/2010,3/31/2010,3/31/2010,ARV,Pediatric,SCMS from RDC,"Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,1000,10070,10.07,0.11,"Aurobindo Unit III, India",Yes,119,Freight Included in Commodity Cost,21.71,#VALUE!,#VALUE!,0,Non-Billable,AIR CHARTER,,,
86288,114-UG-T30,FPQ-4275,SO-35690,DN-1754,Uganda,PMO - US,From RDC,,Truck,1,9/17/2009,,4/1/2010,3/25/2010,3/25/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,3354,37631.88,11.22,0.19,"Aurobindo Unit III, India",Yes,393,1694,73.76,4.31043257,4.50150245,-7,Billable,TRUCK,,,
86289,104-CI-T30,FPQ-4378,SO-34373,DN-1764,Côte d'Ivoire,PMO - US,From RDC,,Air,1,10/15/2009,,4/6/2010,4/1/2010,4/1/2010,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,915,6889.95,7.53,0.13,"Aurobindo Unit III, India",Yes,51,1702.92,13.5,33.39058824,24.71599939,-5,Billable,AIR,,,
86290,109-TZ-T30,FPQ-5237,SO-36220,DN-1768,Tanzania,PMO - US,From RDC,,Air,1,3/1/2010,,7/21/2010,4/21/2010,4/21/2010,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3319,9060.87,2.73,0.05,"Aurobindo Unit III, India",Yes,699,3952.34,19.54,5.654277539,43.61987315,-91,Billable,AIR,,,
86291,109-TZ-T30,FPQ-5237,SO-36220,DN-1768,Tanzania,PMO - US,From RDC,,Air,1,3/1/2010,,7/21/2010,4/21/2010,4/21/2010,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,3529,9634.17,2.73,0.05,"Cipla, Goa, India",No,See DN-1768 (ID#:86290),See DN-1768 (ID#:86290),20.77,#VALUE!,#VALUE!,-91,Non-Billable,AIR,,,
86293,110-ZM-T30,FPQ-4273,SO-33720,DN-1775,Zambia,PMO - US,From RDC,,Truck,1,9/17/2009,,4/30/2010,4/16/2010,4/16/2010,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,115000,546250,4.75,0.16,Mylan (formerly Matrix) Nashik,No,See DN-1775 (ID#:84550),See DN-1775 (ID#:84550),1070.65,#VALUE!,#VALUE!,-14,Non-Billable,TRUCK,,,
86294,151-NG-T30,FPQ-4537,SO-34913,DN-1780,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,5/31/2010,5/18/2010,5/18/2010,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,12240,58140,4.75,0.16,"Aurobindo Unit III, India",Yes,1082,9736.1,125.35,8.998243993,16.74595803,-13,Billable,AIR CHARTER,,,
86295,151-NG-T30,FPQ-4537,SO-34917,DN-1782,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,5/31/2010,5/18/2010,5/18/2010,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,336,1596,4.75,0.16,"Aurobindo Unit III, India",Yes,30,9736.1,3.44,324.5366667,610.0313283,-13,Billable,AIR CHARTER,,,
86296,111-MZ-T30,FPQ-4711,SO-35750,DN-1795,Mozambique,PMO - US,From RDC,,Truck,1,12/23/2009,,6/21/2010,6/14/2010,6/14/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,8670,29478,3.4,0.06,"Cipla, Goa, India",No,See DN-1795 (ID#:82315),See DN-1795 (ID#:82315),63.55,#VALUE!,#VALUE!,-7,Non-Billable,TRUCK,,,
86297,111-MZ-T30,FPQ-4711,SO-35750,DN-1795,Mozambique,PMO - US,From RDC,,Truck,1,12/23/2009,,6/21/2010,6/14/2010,6/14/2010,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,5040,36338.4,7.21,0.12,Hetero Unit III Hyderabad IN,No,See DN-1795 (ID#:82315),See DN-1795 (ID#:82315),78.35,#VALUE!,#VALUE!,-7,Non-Billable,TRUCK,,,
86298,151-NG-T30,FPQ-4537,SO-35021,DN-1802,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,5/31/2010,5/18/2010,5/18/2010,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,52000,1035840,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,5701,9736.1,2233.27,1.707788107,0.939923154,-13,Billable,AIR CHARTER,,,
86299,151-NG-T30,FPQ-4537,SO-35022,DN-1803,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,5/31/2010,5/18/2010,5/18/2010,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,11040,219916.8,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,1210,9736.1,474.14,8.046363636,4.427174277,-13,Billable,AIR CHARTER,,,
86300,151-NG-T30,FPQ-4537,SO-35023,DN-1806,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,5/31/2010,5/18/2010,5/18/2010,ARV,Adult,SCMS from RDC,"Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg, tablets, 30 Tabs",Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,600/200/300mg,Tablet - FDC,30,3000,59760,19.92,0.66,Mylan (formerly Matrix) Nashik,Yes,329,9736.1,128.84,29.59300912,16.29200134,-13,Billable,AIR CHARTER,,,
86301,151-NG-T30,FPQ-4537,SO-36009,DN-1808,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,5/31/2010,5/18/2010,5/18/2010,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,109140,1282395,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,8735,9736.1,2764.84,1.114607899,0.759212255,-13,Billable,AIR CHARTER,,,
86302,106-HT-T30,FPQ-4384,SO-36190,DN-1812,Haiti,PMO - US,From RDC,,Air,1,10/23/2009,,5/17/2010,5/19/2010,5/19/2010,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,26400,70224,2.66,0.04,"Strides, Bangalore, India.",Yes,1456,25493.03,151.4,17.50894918,36.30244646,2,Billable,AIR,,,
86303,151-NG-T30,FPQ-4537,SO-36000,DN-1815,Nigeria,PMO - US,From RDC,,Air Charter,1,11/6/2009,,5/31/2010,5/18/2010,5/18/2010,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,10000,26600,2.66,0.04,"Strides, Bangalore, India.",Yes,549,9736.1,57.35,17.73424408,36.6018797,-13,Billable,AIR CHARTER,,,
86304,104-CI-T30,FPQ-4659,SO-35560,DN-1799,Côte d'Ivoire,PMO - US,From RDC,,Air,1,12/8/2009,,5/10/2010,5/7/2010,5/7/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,45024,384955.2,8.55,0.14,Mylan (formerly Matrix) Nashik,No,See DN-1799 (ID#:84560),See DN-1799 (ID#:84560),829.96,#VALUE!,#VALUE!,-3,Non-Billable,AIR,,,
86305,113-ZW-T30,FPQ-4472,SO-35910,DN-1831,Zimbabwe,PMO - US,From RDC,,Air,1,3/17/2009,,5/28/2010,5/31/2010,5/31/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,28610,167368.5,5.85,0.1,"Strides, Bangalore, India.",No,See DN-1831 (ID#:84564),See DN-1831 (ID#:84564),328.04,#VALUE!,#VALUE!,3,Non-Billable,AIR,,,
86306,111-MZ-T30,FPQ-4711,SO-35730,DN-1832,Mozambique,PMO - US,From RDC,,Truck,1,12/23/2009,,6/30/2010,6/14/2010,6/14/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,13446,150864.12,11.22,0.19,Mylan (formerly Matrix) Nashik,No,See DN-1832 (ID#:82321),See DN-1832 (ID#:82321),325.26,#VALUE!,#VALUE!,-16,Non-Billable,TRUCK,,,
86307,104-CI-T30,FPQ-5619,SO-36821,DN-1850,Côte d'Ivoire,PMO - US,From RDC,,Air,1,5/2/2010,,6/3/2010,6/7/2010,6/7/2010,ARV,Adult,SCMS from RDC,"Tenofovir Disoproxil Fumarate 300mg, tablets, 30 Tabs",Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30,488,3728.32,7.64,0.25,Mylan (formerly Matrix) Nashik,Yes,28,2677.09,8.04,95.61035714,71.80419063,4,Billable,AIR,,,
86308,117-ET-T30,FPQ-5581,SO-36690,DN-1857,Ethiopia,PMO - US,From RDC,,Air,1,4/28/2010,,6/21/2010,6/1/2010,6/1/2010,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,1481,3613.64,2.44,0.04,Mylan (formerly Matrix) Nashik,No,See DN-1857 (ID#:82892),See DN-1857 (ID#:82892),7.79,#VALUE!,#VALUE!,-20,Non-Billable,AIR,,,
86309,110-ZM-T30,FPQ-4356,SO-34130,DN-1865,Zambia,PMO - US,From RDC,,Truck,1,9/25/2009,,6/30/2010,6/29/2010,6/29/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60,100000,876000,8.76,0.15,Hetero Unit III Hyderabad IN,Yes,8544,11054.56,1716.96,1.293838951,1.261936073,-1,Billable,TRUCK,,,
86310,104-CI-T30,FPQ-5623,SO-36861,DN-1872,Côte d'Ivoire,PMO - US,From RDC,,Air,1,5/7/2010,,7/5/2010,6/30/2010,6/30/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,8021,26308.88,3.28,0.05,"Cipla, Goa, India",Yes,611,17117.51,56.72,28.01556465,65.0636211,-5,Billable,AIR,,,
86311,104-CI-T30,FPQ-4659,SO-35570,DN-1876,Côte d'Ivoire,PMO - US,From RDC,,Air,1,12/8/2009,,7/9/2010,7/5/2010,7/5/2010,ARV,Adult,SCMS from RDC,"Abacavir/Lamivudine 600/300mg, scored tablets, 30 Tabs",Abacavir/Lamivudine,Generic,600/300mg,Tablet - FDC,30,1200,27600,23,0.77,Mylan (formerly Matrix) Nashik,Yes,108,5121.68,59.51,47.42296296,18.55681159,-4,Billable,AIR,,,
86312,151-NG-T30,FPQ-5023,SO-36430,DN-1881,Nigeria,PMO - US,From RDC,,Air,1,2/10/2010,,7/15/2010,6/28/2010,6/28/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,51132,573701.04,11.22,0.19,"Aurobindo Unit III, India",Yes,6002,Freight Included in Commodity Cost,1236.9,#VALUE!,#VALUE!,-17,Non-Billable,AIR,,,
86313,151-NG-T30,FPQ-5023,SO-36440,DN-1898,Nigeria,PMO - US,From RDC,,Air,1,2/10/2010,,7/15/2010,6/28/2010,6/28/2010,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,5705,26243,4.6,0.15,"Aurobindo Unit III, India",No,Weight Captured Separately,Freight Included in Commodity Cost,56.58,#VALUE!,#VALUE!,-17,Non-Billable,AIR,,,
86314,151-NG-T30,FPQ-5023,SO-36442,DN-1900,Nigeria,PMO - US,From RDC,,Air,1,2/10/2010,,7/15/2010,6/28/2010,6/28/2010,ARV,Adult,SCMS from RDC,"Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,10000,46000,4.6,0.15,"Aurobindo Unit III, India",Yes,857,Freight Included in Commodity Cost,99.18,#VALUE!,#VALUE!,-17,Non-Billable,AIR,,,
86315,151-NG-T30,FPQ-5023,SO-36493,DN-1912,Nigeria,PMO - US,From RDC,,Air,1,2/10/2010,,7/15/2010,6/28/2010,6/28/2010,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,64,156.16,2.44,0.04,"Aurobindo Unit III, India",Yes,3,Freight Included in Commodity Cost,0.34,#VALUE!,#VALUE!,-17,Non-Billable,AIR,,,
86316,151-NG-T30,FPQ-5023,SO-36501,DN-1914,Nigeria,PMO - US,From RDC,,Air,1,2/10/2010,,7/15/2010,6/28/2010,6/28/2010,ARV,Adult,SCMS from RDC,"Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,3000,22500,7.5,0.12,"Aurobindo Unit III, India",Yes,165,Freight Included in Commodity Cost,48.51,#VALUE!,#VALUE!,-17,Non-Billable,AIR,,,
86317,113-ZW-T30,FPQ-4694,SO-35351,DN-1948,Zimbabwe,PMO - US,From RDC,,Air,1,12/8/2009,,7/30/2010,7/22/2010,7/22/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Stavudine 150/30mg, tablets, 60 Tabs",Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60,99,324.72,3.28,0.05,"Cipla, Goa, India",No,See DN-1948 (ID#:82906),See DN-1948 (ID#:82906),0.7,#VALUE!,#VALUE!,-8,Non-Billable,AIR,,,
86318,151-NG-T30,FPQ-5023,SO-36434,DN-1885,Nigeria,PMO - US,From RDC,,Air,1,2/10/2010,,8/31/2010,8/17/2010,8/17/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,5000,56100,11.22,0.19,"Aurobindo Unit III, India",Yes,608,6147.18,120.95,10.11049342,10.95754011,-14,Billable,AIR,,,
86319,117-ET-T30,FPQ-5967,SO-37100,DN-1951,Ethiopia,PMO - US,From RDC,,Air,1,6/28/2010,,9/21/2010,7/19/2010,7/19/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60,11485,65809.05,5.73,0.1,"Strides, Bangalore, India.",No,See DN-1951 (ID#:84026),See DN-1951 (ID#:84026),141.88,#VALUE!,#VALUE!,-64,Non-Billable,AIR,,,
86320,151-NG-T30,FPQ-5023,SO-36438,DN-1957,Nigeria,PMO - US,From RDC,,Air Charter,1,2/10/2010,,8/16/2010,8/17/2010,8/17/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,40750,457215,11.22,0.19,"Aurobindo Unit III, India",Yes,5366,6147.18,985.76,1.145579575,1.344483449,1,Billable,AIR CHARTER,,,
86321,106-HT-T30,FPQ-5523,SO-36760,DN-1964,Haiti,PMO - US,From RDC,,Air,1,4/19/2010,,8/10/2010,8/23/2010,8/23/2010,ARV,Pediatric,SCMS from RDC,"Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,Oral solution,240,4672,9437.44,2.02,0.01,"Aurobindo Unit III, India",No,See DN-1964 (ID#:82908),See DN-1964 (ID#:82908),20.35,#VALUE!,#VALUE!,13,Non-Billable,AIR,,,
86322,151-NG-T30,FPQ-5688,SO-36910,DN-1969,Nigeria,PMO - US,From RDC,,Air Charter,1,5/27/2010,,8/31/2010,8/17/2010,8/17/2010,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,65502,769648.5,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,5896,6147.18,1659.36,1.042601764,0.798699666,-14,Billable,AIR CHARTER,,,
86323,151-NG-T30,FPQ-5688,SO-36912,DN-1970,Nigeria,PMO - US,From RDC,,Air Charter,1,5/27/2010,,8/31/2010,8/17/2010,8/17/2010,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,10000,117500,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,900,6147.18,253.33,6.8302,5.231642553,-14,Billable,AIR CHARTER,,,
86324,151-NG-T30,FPQ-5688,SO-36914,DN-1972,Nigeria,PMO - US,From RDC,,Air Charter,1,5/27/2010,,8/31/2010,8/17/2010,8/17/2010,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg, tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30,2500,29375,11.75,0.39,Mylan (formerly Matrix) Nashik,Yes,225,6147.18,63.33,27.3208,20.92657021,-14,Billable,AIR CHARTER,,,
86325,151-NG-T30,FPQ-5688,SO-36935,DN-1979,Nigeria,PMO - US,From RDC,,Air Charter,1,5/27/2010,,8/31/2010,8/17/2010,8/17/2010,ARV,Adult,SCMS from RDC,"Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60,1700,19074,11.22,0.19,"Aurobindo Unit III, India",Yes,224,6147.18,41.12,27.44276786,32.22805914,-14,Billable,AIR CHARTER,,,
86326,104-CI-T30,FPQ-5201,SO-36311,DN-1982,Côte d'Ivoire,PMO - US,From RDC,,Air,1,3/3/2010,,8/23/2010,8/23/2010,8/23/2010,ARV,Adult,SCMS from RDC,"Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs",Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30,4080,107100,26.25,0.88,"Aspen-OSD, Port Elizabeth, SA",No,See DN-1982 (ID#:82910),See DN-1982 (ID#:82910),230.91,#VALUE!,#VALUE!,0,Non-Billable,AIR,,,
86327,104-CI-T30,FPQ-5925,SO-37141,DN-1983,Côte d'Ivoire,PMO - US,From RDC,,Air,1,6/23/2010,,8/31/2010,8/23/2010,8/23/2010,ARV,Adult,SCMS from RDC,"Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,864,1296,1.5,0.02,"Aurobindo Unit III, India",No,See DN-1983 (ID#:82347),See DN-1983 (ID#:82347),2.79,#VALUE!,#VALUE!,-8,Non-Billable,AIR,,,
86328,104-CI-T30,FPQ-5623,SO-36890,DN-1984,Côte d'Ivoire,PMO - US,From RDC,,Air,1,5/7/2010,,8/31/2010,8/23/2010,8/23/2010,ARV,Adult,SCMS from RDC,"Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,12386,28859.38,2.33,0.04,"Aurobindo Unit III, India",No,See DN-1984 (ID#:83453),See DN-1984 (ID#:83453),62.22,#VALUE!,#VALUE!,-8,Non-Billable,AIR,,,
86329,151-NG-T30,FPQ-5023,SO-36464,DN-1994,Nigeria,PMO - US,From RDC,,Air Charter,1,2/10/2010,,8/12/2010,8/17/2010,8/17/2010,ARV,Adult,SCMS from RDC,"Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,1400,3822,2.73,0.05,"Strides, Bangalore, India.",No,See DN-1994 (ID#:85140),See DN-1994 (ID#:85140),8.24,#VALUE!,#VALUE!,5,Non-Billable,AIR CHARTER,,,
